word	count	source_files
aleksander	12	3
aleksandr	474	7
aleksandra	24	3
aleksandraleksandrovichblok	17	4
aleksandrborodin	17	4
aleksandrfeodorovichkerensky	14	4
aleksandri	20	4
aleksandrmikjailovichprokhorov	17	4
aleksandrnikolayevichscriabin	17	4
aleksandrovich	157	7
aleksandrovka	28	3
aleksandrovna	24	3
aleksandrpavlovich	17	4
aleksandrporfirevichborodin	17	4
aleksandrprokhorov	20	7
aleksandrscriabin	17	4
aleksandrsergeyevichpushkin	17	4
aleksandrsolzhenitsyn	32	7
alekseev	20	4
aleksei	12	3
aleksey	58	7
alekseyevich	75	7
alekseymaksimovichpeshkov	26	4
alekseymaximovichpeshkov	26	4
alektoris	24	3
alemanni	24	3
alemannic	24	3
alembert	16	3
alembic	56	9
alendronate	90	9
alendronic	77	3
alendronicacid	7	3
alene	144	7
alenka	12	3
alep	52	8
aleph	277	9
alephnought	14	7
alephnull	14	7
alephnumber	9	3
alephzero	14	7
alepidotus	14	4
alepisauridae	24	3
alepisaurus	88	9
aleppo	417	9
aleppoboil	26	4
aleppograss	21	4
alere	24	3
alert	474	9
alerted	16	3
alerting	101	10
alertingsystem	3	3
alertly	16	5
alertness	160	9
alerts	52	4
ales	16	3
alesha	12	3
alessandro	433	7
alessandrocagliostro	9	3
alessandrodimarianodeifilipepi	17	4
alessandrofarnese	17	7
alessandromanzoni	17	7
alester	26	7
alestids	12	3
alethic	13	7
alethiclogic	7	4
aletris	283	9
aletrisaurea	20	7
aletrisfarinosa	23	7
aletta	41	7
alettajacobs	17	7
aleurain	4	1
aleuria	67	7
aleuriaaurantia	19	7
aleurites	234	9
aleuritesfordii	20	4
aleuritesmoluccana	17	4
aleuritesmoluccanus	9	3
aleurone	168	9
aleuronic	20	5
aleut	372	9
aleutian	796	8
aleutianislands	26	7
aleutians	78	10
aleutic	48	3
aleuts	128	3
aleve	128	9
alevel	47	7
alevi	12	3
alewife	140	9
alex	368	7
alexa	12	3
alexander	4263	9
alexander's	58	3
alexanderalexandrovichblok	17	4
alexanderarchipelago	14	7
alexanderbell	20	7
alexanderblok	6	3
alexanderborodin	9	3
alexandercalder	17	7
alexanderfleming	23	7
alexandergrahambell	23	7
alexanderhamilton	20	7
alexanderi	20	7
alexanderii	20	7
alexanderiii	17	7
alexanderiiiofrussia	3	3
alexanderiiofrussia	6	3
alexanderiofrussia	6	3
alexanderisayevichsolzhenitsyn	20	4
alexanderkerensky	6	3
alexanderkorda	3	3
alexandermackenzie	3	3
alexandermartin	6	3
alexandermelvillebell	20	7
alexanderpope	17	7
alexanderpushkin	26	7
alexanders	106	10
alexanderscriabin	9	3
alexanderselcraig	20	4
alexanderselkirk	26	7
alexanderthegreat	22	7
alexandertheliberator	17	4
alexandervi	20	4
alexanderwilson	17	7
alexanderwoollcott	17	7
alexandra	36	3
alexandre	382	7
alexandredumas	17	7
alexandreemilejeanyersin	17	4
alexandregustaveeiffel	14	4
alexandretta	48	3
alexandreyersin	23	7
alexandria	1031	9
alexandrian	262	8
alexandrianlaurel	20	7
alexandriansenna	30	4
alexandriasenna	30	4
alexandrina	122	7
alexandrine	136	10
alexandrines	24	3
alexandrini	12	3
alexandrite	28	9
alexandros	12	3
alexandrov	16	3
alexandrovich	83	7
alexboncayaobrigade	26	7
alexei	54	3
alexey	14	3
alexeyevich	59	7
alexhaley	17	7
alexia	178	9
alexic	24	5
alexios	16	3
alexipharmaca	12	3
alexis	200	7
alexiscarrel	17	7
alexischarleshenrimauricedetocqueville	17	4
alexisdetocqueville	26	7
alexisonfire	12	3
alexm	3	3
aleyrodes	62	9
aleyrodidae	154	8
aleyrodoidea	24	3
alf	42	3
alfa	40	4
alfa2a	6	3
alfa2b	6	3
alfakhani	8	3
alfalfa	345	10
alfalfasprout	7	4
alfan1	2	1
alfan3	2	1
alfaran	35	7
alfaro	125	7
alfatah	35	7
alfatiha	16	3
alfatiḥa	16	3
alfie	12	3
alfilaria	62	5
alfileria	54	5
alfios	12	3
alfitr	36	3
alfons	24	3
alfonso	65	7
alfonsoborgia	17	4
alford	30	3
alfred	2926	10
alfred's	32	3
alfredalistaircooke	17	4
alfredbernhardnobel	17	4
alfredbinet	17	7
alfredcharleskinsey	14	4
alfredcharleswilliamharmsworth	17	4
alfreddamonrunyon	17	4
alfreddemusset	29	7
alfreddreyfus	20	7
alfreddugesi	24	3
alfrededwardhousman	17	4
alfrededwardwoodleymason	17	4
alfredeisenstaedt	21	7
alfredhabdankskarbekkorzybski	17	4
alfredharmsworth	3	3
alfredhawthorne	17	4
alfredhitchcock	35	7
alfredi	24	3
alfredjosephhitchcock	20	4
alfredkastler	17	7
alfredkinsey	3	3
alfredkorzybski	26	7
alfredkroeber	23	7
alfredkrupp	17	7
alfredlordtennyson	20	4
alfredlotharwegener	14	4
alfredlouiskroeber	17	4
alfredlunt	17	7
alfrednobel	26	7
alfrednorthwhitehead	20	7
alfrednoyes	17	7
alfredo	41	7
alfredrusselwallace	17	7
alfredstieglitz	17	7
alfredtennyson	20	4
alfredthayermahan	17	7
alfredthegreat	20	7
alfredwegener	3	3
alfresco	84	9
alfula	4	3
alfuqra	14	3
alfuṣḥā	24	3
alfvén	4	1
alfə	6	3
alg13p	2	1
alg14p	2	1
alg7p	2	1
alg9	2	1
alga	260	10
alga's	6	3
algaculture	2	1
algaddafi	32	3
algae	3293	10
algaebase	26	3
algal	152	9
algama'a	3	3
algama'aalislamiyya	14	4
algarobilla	34	8
algarovilla	24	3
algarroba	97	8
algarrobabean	17	4
algarrobilla	82	8
algebra	1362	17
algebraic	461	11
algebraical	24	7
algebraically	14	4
algebraiclanguage	7	4
algebraicnumber	10	7
algebraist	74	8
algebras	28	3
alger	119	9
algeria	1568	9
algeria's	24	3
algerian	501	8
algeriancapital	14	4
algeriancentime	11	4
algeriandinar	19	7
algerianmonetaryunit	11	4
algerians	24	3
algerie	54	9
algeripithecus	181	9
algeripithecusminutus	11	4
algernon	157	7
algernoncharlesswinburne	23	7
algharb	6	3
algid	26	8
algida	44	7
algidity	20	5
algiers	368	10
algin	54	8
alginase	8	1
alginate	40	3
alginates	24	3
alginic	137	8
alginicacid	15	7
algiophobia	12	3
algoid	44	8
algol	180	9
algolagnia	104	8
algolagnic	20	5
algology	90	8
algoma	6	3
algometer	20	5
algometric	24	5
algometrical	18	4
algometry	24	5
algonki	96	3
algonkian	54	8
algonkin	46	8
algonquian	617	8
algonquianlanguage	23	7
algonquians	8	1
algonquianspeaking	48	3
algonquin	358	9
algophilia	30	8
algophobia	52	8
algophobic	20	5
algore	26	7
algorism	62	8
algorist	12	3
algorithm	688	15
algorithmerror	7	4
algorithmic	185	8
algorithmica	6	3
algorithmically	14	4
algorithmiclanguage	7	4
algorithmicprogram	11	4
algorithmicrule	11	4
algorithmics	6	3
algorithmregistry	9	1
algorithms	206	6
algorithmtaxonomy	5	3
algren	131	9
alguluronate	1	1
algérie	4	1
alhacen	64	8
alhakam	18	3
alhakim	12	4
alhambra	104	9
alharam	12	3
alharb	48	3
alhasa	6	3
alhasakah	2	1
alhasanibnalhaytham	23	4
alhashimi	6	3
alhaytham	89	7
alhazen	208	8
alhijja	19	4
alhijjah	42	3
alhilweh	6	3
alhirschfeld	17	7
alhos	6	3
alhudaydah	29	7
alhusain	3	3
alhv1	12	3
ali	1140	10
alia	34	5
aliae	27	5
alias	291	16
aliases	249	22
aliasing	36	3
aliaskind	2	2
alibaba	11	4
alibabaandthefortythieves	6	3
alibi	103	9
alicante	12	3
alice	685	7
alice's	36	3
aliceb	20	7
alicehamilton	17	7
alicejosephinepons	17	4
alicemalseniorwalker	17	4
alicepaul	17	7
alicerelated	6	3
alicestyle	6	3
alicewalker	26	7
alicia	165	7
aliciaalonso	17	7
aliciamarkova	6	3
alicyclic	83	8
alicycliccompound	13	7
alidad	66	8
alidade	70	8
alien	339	9
alienable	54	8
alienabsconder	7	4
alienage	30	8
alienate	60	9
alienated	181	10
alienating	70	10
alienation	620	9
alienationofaffection	7	4
alienationofaffections	3	3
alienator	50	8
alienee	24	5
alienism	78	8
alienist	28	9
alienor	20	5
aliens	20	4
aliesterase	1	1
alife	12	3
aliform	32	5
aliger	33	3
aligergigas	3	3
alighieri	154	7
alighieri's	12	3
alight	134	9
alighting	32	3
align	380	10
aligned	624	12
aligning	94	11
alignitems	8	1
alignment	517	11
aligns	39	7
aligoté	12	3
alii	27	5
alike	203	8
alikeness	30	6
alilāh	12	3
aliment	106	9
alimental	40	5
alimentarium	13	4
alimentarius	8	1
alimentary	248	9
alimentarycanal	18	4
alimentarypaste	9	4
alimentarytract	18	4
alimentarytractsmear	7	4
alimentation	56	9
alimentative	14	4
alimony	68	9
aline	145	9
alinement	32	5
aliocha	8	1
aliphatic	534	9
aliphaticamide	1	1
aliphaticamine	2	1
aliphaticcompound	13	7
aliquant	54	8
aliquantpart	10	4
aliquot	79	9
aliquotpart	9	4
alir	124	8
aliraq	19	4
alislam	163	3
alislami	3	3
alislamiya	30	3
alislamiyya	9	3
alislamiyyah	6	3
alislamiyyun	12	3
alislām	24	3
alislāmīyah	12	3
alisma	200	8
alismales	80	9
alismaplantagoaquatica	20	7
alismataceae	162	8
alismatales	60	3
alismatidae	120	8
alismatids	24	3
aliso	24	3
alison	128	7
alist	41	7
alistair	96	7
alistaircooke	23	7
alister	6	3
aliterate	35	6
aliterateperson	9	4
alitihaad	30	3
alitihaadalislamiya	46	7
alittle	11	4
aliunde	12	3
alive	728	12
aliveness	86	10
alix	20	6
aliyah	64	9
alizadeh	12	3
alizarin	214	10
alizarincarmine	11	4
alizarincrimson	14	7
alizarine	44	8
alizarinered	10	4
alizarinred	11	4
alizarinyellow	7	4
aliʻi	36	3
aljabha	26	3
aljama'a	12	3
aljama'aalislamiyya	6	3
aljama'aalislamiyyahalmuqatilahbilibya	23	4
aljamāʻah	12	3
aljawf	12	3
aljihad	29	7
aljolson	26	7
alk	10	2
alk2enal	2	1
alk4	16	1
alka	56	8
alkahest	110	8
alkahestic	14	4
alkalating	4	1
alkalemia	74	8
alkalescent	78	8
alkali	749	10
alkalibee	16	7
alkalic	32	8
alkalify	36	6
alkaligrass	10	4
alkalimetal	18	7
alkalimetry	26	8
alkaline	929	10
alkalineearth	16	8
alkalineearthmetal	15	7
alkalineloving	9	4
alkalinemetal	9	4
alkalinise	26	6
alkalinity	188	10
alkalinization	6	1
alkalinize	26	6
alkalinizing	42	3
alkalinizingagent	6	3
alkalinuria	24	5
alkalipoisoning	7	4
alkalirich	2	1
alkalis	78	4
alkalise	36	6
alkaliser	42	8
alkalize	42	6
alkalizer	42	8
alkalizing	16	4
alkaloid	923	11
alkaloidal	20	5
alkaloids	440	7
alkalosis	218	10
alkalotic	14	4
alkaluria	24	5
alkamil	6	3
alkan	7	3
alkan1ol	6	3
alkanal	20	3
alkanallyase	1	1
alkane	482	12
alkane1eq	2	2
alkane2eq	2	2
alkane3eq	2	2
alkanealpha	2	1
alkaneforming	1	1
alkanelyase	1	1
alkanes	144	4
alkaneseries	15	4
alkaneseries1eq	2	2
alkaneseries2eq	2	2
alkaneseries3eq	2	2
alkanestereochemistry	6	3
alkanesulfonate	106	3
alkanesulfonates	16	1
alkanesulfonic	10	2
alkanesulphonate	20	1
alkanet	180	8
alkanna	24	3
alkanoyl	28	6
alkapton	62	8
alkaptonuria	80	8
alkaseltzer	53	7
alkaʽba	12	3
alkb	3	1
alkea	20	3
alkekengi	122	7
alkenal	10	2
alkene	234	10
alkenes	56	3
alkenol	4	1
alkenyl	18	2
alkenylglycero	1	1
alkenylglycerophosphocholine	10	3
alkenylglycerophosphoethanolamine	13	3
alkenzyme	1	1
alkeran	74	8
alkhali	35	3
alkhatib	6	3
alkhidamat	9	3
alkhidmat	3	3
alkoxy	11	1
alkoxygroup	1	1
alkubra	12	3
alky	56	6
alkyd	171	9
alkydresin	9	4
alkyds	96	3
alkyl	785	11
alkylacetyl	1	1
alkylacetylglycerol	2	1
alkylacetylglycerophosphatase	10	3
alkylacetylglycerophosphate	2	1
alkylacetylgpc	1	1
alkylacylglycero	1	1
alkylacylglycerol	6	1
alkylacylglycerophosphoethanolamine	2	1
alkylacylglycerophosphorylethanolamine	1	1
alkylamidase	10	3
alkylamine	32	4
alkylamino	12	3
alkylaminopurine	2	1
alkylated	23	3
alkylateddna	1	1
alkylates	4	1
alkylating	61	8
alkylatingagent	7	4
alkylation	138	6
alkylbase	12	3
alkylbenzene	107	8
alkylbenzenes	24	3
alkylbenzenesulfonate	31	9
alkylcatechol	1	1
alkylcob	2	1
alkylcysteine	10	3
alkyldhap	2	1
alkyldihydroxyacetone	8	1
alkyldihydroxyacetonephosphate	2	1
alkylglycerol	15	3
alkylglycerone	15	3
alkylglyceronephosphate	4	3
alkylglycerophosphate	8	3
alkylglycerophosphocholine	8	2
alkylglycerophosphoethanolamine	8	3
alkylgroup	17	7
alkylguanine	6	3
alkylhalidase	10	3
alkylhalide	10	5
alkylhydroperoxide	2	1
alkylhydroximate	1	1
alkylic	20	5
alkylidene	2	1
alkyllysinase	1	1
alkyllyso	1	1
alkyllysogp	1	1
alkylmalate	14	2
alkylmaleate	6	1
alkylmercury	16	3
alkylphenone	50	3
alkylphosphonate	12	1
alkylphosphonic	2	1
alkylradical	11	4
alkylsubstituted	2	1
alkylsulfatase	4	3
alkylsulfenatelyase	2	1
alkylthio	6	1
alkylthiohydroximate	6	3
alkylthioltransferase	10	3
alkyltransferase	10	1
alkyltransferases	2	1
alkyltrimethylammonium	12	3
alkyn	3	2
alkyne	196	10
alkynes	40	4
alkynoate	4	1
all	46799	47
all'improvviso	2	1
alla	128	7
allabreve	10	7
alladhiqiyah	14	4
allah	156	9
allaire	12	3
allalong	9	4
allaluminum	6	3
allamand	12	3
allamanda	193	8
allamandacathartica	24	7
allamerican	6	3
allan	297	7
allanazimova	20	7
allantoate	62	3
allantoic	32	9
allantoicase	10	3
allantoid	24	5
allantoin	133	3
allantoinase	10	3
allantoine	2	1
allantois	172	10
allargando	26	8
allaround	17	5
allarounder	9	4
allata	4	1
allatonce	14	7
allatostatin	22	3
allatum	4	1
allay	132	9
allayer	28	5
allbiggun	2	1
allblack	32	3
allcarbon	12	3
allcis	2	1
allcisicosa5	1	1
allclear	10	7
allday	3	3
alldaylong	9	4
alldaysucker	11	4
alldevouring	7	4
alle	56	8
alleganiensis	25	7
allegany	84	3
allegation	180	9
allegations	118	4
allege	46	8
alleged	554	9
allegedly	290	8
allegement	24	5
alleges	4	1
alleghaniensis	156	7
alleghany	128	7
alleghanyplum	20	4
allegheniensis	6	3
alleghenies	154	10
allegheny	1005	9
alleghenychinkapin	21	4
alleghenymountains	26	7
alleghenymountainspurge	17	4
alleghenyplum	20	4
alleghenyriver	22	7
alleghenyspurge	17	4
alleghenyvine	20	4
allegiance	308	9
allegiances	4	1
allegiant	100	9
alleging	20	4
allegoric	54	8
allegorical	168	8
allegorically	22	8
allegories	34	4
allegorise	26	6
allegoriser	24	5
allegorize	26	6
allegorizer	24	5
allegory	366	8
allegretto	28	9
allegri	48	7
allegro	61	9
allegroconspirito	7	4
allele	310	10
alleles	230	7
allelic	46	10
allelomorph	30	8
allelomorphic	18	4
allelopathic	24	3
allemande	126	9
allemandesauce	12	7
allembracing	34	7
allemployee	12	1
allen	1226	9
allen's	12	3
allenby	28	3
allencompassing	73	7
allende	4	1
allene	13	3
alleneoxide	4	3
allenginsberg	17	7
alleni	35	7
alleniana	16	3
allenii	14	4
allenotherlull	6	3
allens	24	3
allenscrew	11	4
allenstewartkonigsberg	17	4
allentate	20	7
allentown	142	9
allenwrench	11	4
alleppicum	17	4
aller	21	7
allergen	172	9
allergenic	52	9
allergens	66	4
allergic	970	10
allergiceczema	7	4
allergicreaction	9	4
allergicrhinitis	11	7
allergies	392	4
allergist	88	9
allergology	26	8
allergy	349	10
allergydiet	7	4
allerød	12	3
alles	12	3
alleviant	28	5
alleviate	262	10
alleviated	54	10
alleviates	26	4
alleviating	6	2
alleviation	74	10
alleviative	34	4
alleviator	28	5
alleviatory	40	5
alley	479	9
alleycat	10	7
alleyne	36	3
alleys	18	4
alleyway	66	8
allfacts	3	1
allfemale	12	3
allfired	11	4
allfools'day	17	4
allfour	3	3
allfours	10	4
allgemeine	34	3
allgetout	13	4
allgirl	2	1
allgood	226	9
allhallows	119	9
allhallows'eve	3	3
allhallowseve	17	4
allhallowtide	168	8
allheal	12	3
alliaceae	118	8
alliaceous	27	7
alliaceousplant	7	4
alliance	1291	9
alliance's	6	3
alliances	344	5
alliaria	199	8
alliariae	24	3
alliariaofficinalis	23	4
alliariapetiolata	8	3
allibi	6	3
allice	81	8
alliceshad	16	4
allie	24	3
allied	1985	10
alliedcommandatlantic	14	4
alliedcommandeurope	14	4
allier	24	3
allies	1522	11
alliesclass	6	3
alligator	1330	9
alligator's	1	1
alligatorbonnet	6	3
alligatorclip	9	4
alligatored	28	6
alligatorfish	170	7
alligatorfishes	28	4
alligatorgrass	12	4
alligatorid	12	3
alligatoridae	182	8
alligatorlizard	10	7
alligatormississipiensis	14	4
alligatorpear	13	4
alligators	132	4
alligatorsinensis	14	4
alligatorsnapper	12	4
alligatorsnappingturtle	21	7
alligatorweed	12	4
alligatorwrench	7	4
alliin	10	3
alliinase	4	1
allimportant	31	4
allin	20	7
allinall	13	4
allinclusive	44	7
allinclusiveresort	3	3
allindia	12	3
allington	24	3
alliodora	90	7
allioideae	108	3
allioli	12	3
allionia	227	8
allioniaceae	70	5
allioniaincarnata	23	7
allionii	33	4
allireland	6	3
allis	151	10
allisland	18	3
allison	30	3
allisshad	25	7
allistair	6	3
alliterate	28	9
alliteration	132	9
alliterative	40	8
alliteratively	14	4
alliterator	20	5
allium	2184	9
alliumacuminatum	23	7
alliumampeloprasum	26	7
alliumascalonicum	23	4
alliumcanadense	26	7
alliumcarinatum	20	7
alliumcepa	17	4
alliumcepaaggregatum	23	4
alliumcepaviviparum	20	4
alliumcernuum	26	7
alliumfistulosum	26	7
alliumhaematochiton	20	7
alliumneopolitanum	20	4
alliumparadoxum	21	7
alliumporrum	17	4
alliumsativum	14	4
alliumschoenoprasum	23	4
alliumscorodoprasum	29	7
alliumsphaerocephalon	6	3
alliumsphaerocephalum	14	4
alliumtricoccum	23	7
alliumtrifoliatum	3	3
alliumtriquetrum	23	7
alliumtuberosum	33	7
alliumursinum	29	7
alliumvineale	33	7
allknowing	18	7
allknowledge	2	1
allknowledgeui	1	1
allmains	7	4
allmale	8	4
allmatches	6	1
allmetal	27	7
allmouth	70	8
allmovie	14	3
allmusic	8	3
alln	4	1
allnba	12	3
allnight	11	4
allo	34	4
alloantibody	30	8
alloantigens	36	3
allocable	22	4
allocasuarina	24	3
allocatable	22	4
allocate	100	10
allocated	166	7
allocates	108	3
allocating	24	4
allocation	316	10
allocations	32	4
allocationunit	7	4
allocator	32	9
allocaudates	12	3
allochronic	59	8
allochronicspeciation	3	3
allochrony	24	3
allochthonous	26	8
allocoprophagy	8	1
allocortex	52	3
allocryptopine	15	3
allocution	52	9
allocutus	12	3
allod	56	3
allodial	4	1
allodynia	6	1
allofasudden	16	7
allofuranose	1	1
allogamous	20	7
allogamy	106	8
allogeneic	56	9
allogenic	12	3
allograft	56	9
allografts	32	3
allograph	64	8
allographic	14	4
allohexose	6	1
alloimmune	68	3
alloimmunity	36	3
alloimmunization	12	3
allokinase	7	1
allomelanins	8	1
allomerism	52	8
allomerous	14	4
allometric	28	9
allometry	76	8
allomones	24	3
allomorph	98	8
allomorphic	20	7
allomorphs	30	4
allomothering	4	1
allomyces	12	3
allopathic	68	8
allopathicmedicine	6	3
allopathy	62	9
allopatric	102	9
allopatricspeciation	6	3
allopatry	30	8
allophanate	10	3
allophone	100	9
allophones	54	4
allophonic	26	8
allophycocyanin	12	1
alloploidy	24	3
allopolyploidy	36	3
allopregnan	1	1
allopregnan3αol20one	1	1
allopregnanolone	32	3
allopurinol	82	9
allopyranose	1	1
allornone	34	7
allornonelaw	10	7
allornothing	15	7
allosaur	30	8
allosaurus	168	10
allose	123	3
allosomal	24	3
allosome	24	3
allosomes	20	3
allosteric	18	5
allosyncarpia	4	1
allot	176	8
allotetrahydroprogesterone	30	3
allotetraploids	12	3
allothereua	12	3
allothreonine	2	1
allotment	206	8
allotransplant	24	3
allotransplantation	24	3
allotransplanted	12	3
allotrope	136	8
allotropes	205	3
allotropesofiron	7	3
allotropic	84	8
allotropical	18	4
allotropism	82	8
allotropy	126	8
allotted	94	10
allotting	8	1
allout	8	3
allover	51	9
allow	2797	12
allowable	48	7
allowably	18	4
allowance	214	9
allowanceaccount	13	4
allowances	24	4
allowed	1292	9
allowedoperators	3	1
allowfor	19	4
allowin	14	4
allowing	2358	8
allows	3640	7
alloy	1011	9
alloycastiron	9	4
alloyed	110	10
alloying	156	4
alloyiron	9	4
alloys	630	4
alloysteel	10	7
allpha	1	1
allphaglucosyltransferase	1	1
allport	12	3
allpowerful	22	7
allpurpose	61	7
allpurposeyardage	3	3
allreaching	6	3
allright	40	7
allround	13	4
allrounder	27	7
allrounders	6	3
allrussian	2	1
allsaints'day	34	7
allsaintstide	12	3
allseeing	6	3
allsky	6	3
allsouls'day	17	7
allsource	6	3
allspherical	6	3
allspice	429	9
allspicetree	17	4
allstar	94	3
allstars	12	3
allstory	6	3
allstring	14	3
alltaxons	26	1
allterrain	3	1
allterrainbike	11	4
allterrainvehicle	1	1
allthatremainsalbum	3	3
allthesame	26	7
allthetime	12	7
alltheway	14	7
alltime	73	7
alltogether	9	4
alltokens	3	1
alltold	11	4
alltoo	9	4
alltrans	41	4
alltrans13	3	1
alltrans18hydroxyretinoate	1	1
alltrans3	3	1
alltrans3hydroxyretinal	1	1
alltrans8	4	3
alltransantheraxanthin	1	1
alltransbetaapo10	4	3
alltransbetacarotene	3	1
alltranscapsanthin	1	1
alltranscapsorubin	1	1
alltranscarotenoids	1	1
alltransdecaprenyl	2	1
alltransdecaprenyldiphosphate	4	3
alltransgeranylfarnesol	4	1
alltransgeranylgeranyl	12	3
alltransheptaprenyl	2	1
alltransheptaprenyldiphosphate	1	1
alltranshexaprenyl	5	1
alltranshexaprenyldiphosphate	1	1
alltransneoxanthin	20	3
alltransnonaprenyl	5	1
alltransnonaprenyldiphosphate	9	3
alltransoctaprenyl	4	1
alltransoctaprenyldiphosphate	4	3
alltranspentaprenyl	1	1
alltranspentaprenyldiphosphate	1	1
alltransphytoene	5	3
alltranspolyprenyl	14	1
alltransretinal	7	1
alltransretinoate	2	1
alltransretinoic	1	1
alltransretinol	35	3
alltransretinyl	5	1
alltransretinylester	20	3
alltransretinylpalmitate	11	3
alltransundecaprenyl	3	1
alltransundecaprenylphosphate	4	3
alltransviolaxanthin	3	1
alltranszeaxanthin	2	1
allude	114	9
alluded	120	3
alludes	192	3
alluding	116	3
allulose	10	3
alluminio	12	3
allunion	30	3
allure	88	9
allurement	34	6
alluring	46	7
allusion	356	8
allusions	88	3
allusive	58	8
allusiveness	28	9
alluvial	488	8
alluvialcone	9	4
alluvialdeposit	13	4
alluvialfan	15	7
alluvialflat	9	4
alluvialplain	12	7
alluvialsediment	13	4
alluvialsoil	7	4
alluviation	34	8
alluvion	74	8
alluvium	344	9
allvars	8	2
allvictorious	7	4
allvolunteer	6	3
allweather	25	7
allwhite	26	3
allwise	14	3
allwood	3	3
ally	229	8
allyl	474	13
allyl2eq	2	2
allyl4eq	2	2
allyl6eq	2	2
allylalcohol	17	8
allylglycine	3	2
allylgroup	23	7
allylgroup2eq	2	2
allylgroup4eq	2	2
allylgroup6eq	2	2
allylic	52	12
allylic2eq	2	2
allylic4eq	2	2
allylic6eq	2	2
allylradical	11	4
allylradical2eq	2	2
allylradical4eq	2	2
allylradical6eq	2	2
allylresin	7	4
allyltransferase	4	1
allyoucaneat	3	3
allysine	18	3
allysyl	1	1
allywith	7	4
allz	2	1
allá	12	3
allód	12	3
allāh	48	3
alma	132	7
alma'ida	6	3
alma'unah	26	7
almaata	26	7
almaaz	16	3
almaco	12	3
almada	12	3
almadinah	26	7
almadiq	12	3
almagest	48	3
almaghrib	6	3
almagrib	22	4
almahdi	18	3
almalhama	12	3
almalik	6	3
almamater	10	7
almanac	68	9
almanack	24	3
almanacs	24	3
almandine	102	8
almandite	54	8
almanāẓir	42	3
almarz	12	3
almasri	18	3
almaty	432	9
almaz	24	3
almeida	6	3
almendrados	12	3
almendro	72	3
almere	12	3
almería	48	3
almighty	202	9
almihdhar	12	3
almirah	24	3
almohad	36	3
almohads	24	3
almon	12	3
almond	1096	10
almondbiscuit	3	3
almondcookie	9	4
almondcrescent	9	4
almondextract	7	4
almondeyed	7	4
almondflavored	4	1
almondflavoured	2	1
almondleaved	12	3
almondleaveswillow	14	4
almondlike	6	3
almondmeal	1	1
almondmoth	19	7
almondoil	11	4
almonds	268	7
almondscented	9	4
almondshaped	21	5
almondtree	7	4
almondwillow	16	4
almoner	104	9
almont	6	3
almoravid	118	8
almoraviddynasty	6	3
almosinarius	24	3
almost	6378	10
almostblack	8	3
alms	313	10
almsbox	11	4
almsdish	9	4
almsgiver	26	8
almsgiving	120	10
almsman	24	3
almstray	9	4
almuhajiroun	26	7
almuharram	24	3
almuhsin	6	3
almujāhidīn	6	3
almukalla	17	7
almukarramah	6	3
almunawwarah	12	3
almuqatilah	6	3
almusharrafa	12	3
almusnad	6	3
almuttalib	12	3
almuttaḥidah	24	3
almuwaḥḥidūn	8	3
almácigo	16	3
almécega	12	3
almíscar	12	3
alnathir	11	4
alni	52	3
alnico	126	9
alnifolia	130	7
alnobetula	77	3
alnus	915	10
alnusalnobetula	7	3
alnuscrispa	17	4
alnusglutinosa	27	7
alnusincana	31	7
alnusmaritima	20	7
alnusrhombifolia	23	7
alnusrubra	23	7
alnusrugosa	14	4
alnusserrulata	24	7
alnusveridis	14	4
alnusveridiscrispa	17	4
alnusvulgaris	20	4
alo	12	3
alo2	12	3
aloadae	12	3
alobar	4	1
alocasia	202	8
alocasiamacrorrhiza	14	4
alocasiamacrorrhizos	7	3
aloe	574	9
aloeaceae	76	8
aloefamily	13	4
aloeferox	23	7
aloes	77	10
aloeswood	12	3
aloevera	20	7
aloft	84	8
aloha	110	9
alohastate	20	4
aloifolia	65	7
alois	145	7
aloissenefelder	26	7
aloma	12	3
alone	2018	10
aloneness	42	10
along	20872	10
alongside	3134	11
alonso	193	9
alonzo	8	3
aloof	84	9
aloofness	52	7
alopecia	142	9
alopeciaareata	10	7
alopecic	20	5
alopecuroides	14	4
alopecurus	180	9
alopecuruspratensis	20	7
alopex	215	8
alopexlagopus	17	4
alopias	24	3
alopiidae	112	8
alopius	133	9
alopiusvulpinus	23	4
alosa	301	9
alosaalosa	23	4
alosachrysocloris	14	4
alosapseudoharengus	17	4
alosasapidissima	14	4
alosidae	108	3
alosinae	36	3
alot	65	7
alouatta	60	8
aloud	144	8
alox	48	3
aloxide	48	3
aloxite	48	3
aloys	23	7
aloysius	38	7
aloyssenefelder	17	4
alp	212	10
alp13p	2	1
alp14	2	1
alp7p	2	1
alpaca	132	9
alpacae	2	1
alpacas	112	3
alpacca	16	3
alpdh	4	1
alpen	12	3
alpena	78	9
alpenglow	9	3
alpenrose	12	3
alpenstock	50	8
alpert	12	3
alperton	12	3
alpes	237	7
alpesdehauteprovence	6	3
alpesmaritimes	40	3
alpestrine	24	5
alpestris	16	3
alpha	10451	18
alpha1	469	3
alpha10	7	3
alpha10beta1	5	3
alpha11	12	3
alpha11beta1	10	3
alpha1a	6	3
alpha1adrenergic	5	3
alpha1b	6	3
alpha1beta1	20	3
alpha1d	6	3
alpha1microglobulin	1	1
alpha1microglobulinchromophore	4	3
alpha2	220	6
alpha2a	6	3
alpha2adrenergic	5	3
alpha2b	6	3
alpha2beta1	19	3
alpha2beta2	2	1
